Unit ID,Condition,Persona,Story,Source unit,Atom,Atomic text,Argument label,AM label,Statement type,AM evidence,AM reason,In validation sample,Human reviewed,Human review label,Human corrected evidence/reason
B-B-04-006-01,B,E,4,6,1,This practice can help calm your mind and recharge your energy.,PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-B-04-007-01,B,E,4,7,1,"Additionally, ensuring you take a walk in a natural setting may enhance your recovery, allowing you to enjoy the beauty around you while promoting peaceful thoughts.",CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-B-04-008-01,B,E,4,8,1,"Make sure to take time to relax while caring for your grandchildren, embracing those joyful moments fully.",CLAIM,GROUNDED,Personal factual assertion,Care for grandchildren: frequency everyday; importance 5/5; fun 5/5; motivation family/obligation,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-04-009-01,B,E,4,9,1,"Remember, prioritizing your recovery is just as important as your social and physical activities.",CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-B-04-010-01,B,E,4,10,1,"By incorporating these mindful practices, you can enhance your wellbeing and create a more balanced, fulfilling week ahead.",PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile."
B-B-04-011-01,B,E,4,11,1,"You deserve this time for yourself, so embrace the journey of nurturing your mind and spirit.",CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,"flattery, no activity"
B-B-05-001-01,B,E,5,1,1,You have been actively engaging in a variety of meaningful activities that contribute to your wellbeing.,PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-B-05-002-01,B,E,5,2,1,Your commitment to daily walks and caring for your grandchildren shows how you prioritize both physical health and social connections.,CLAIM,GROUNDED,Recommendation,Daily walk: frequency everyday; importance 5/5; fun 4/5; motivation health/energy; Care for grandchildren: frequency everyday; importance 5/5; fun 5/5; motivation family/obligation,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-05-003-01,B,E,5,3,1,"Additionally, your participation in group aerobics and community organization highlights your desire to stay active and involved in your local community.",NONE,GROUNDED,Personal factual assertion,Group aerobics: frequency a few times per week; importance 4/5; fun 5/5; motivation fun/energy/social contact; Local community organisation: frequency once a week; importance 4/5; fun 4/5; motivation social/community contribution,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-05-004-01,B,E,5,4,1,"Reflecting on the past week, you certainly did something important.",NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-B-05-005-01,B,E,5,5,1,"By spending time with your grandchildren every day, you not only provided love and support but also created joyful memories that strengthen your family bonds.",CLAIM,GROUNDED,Personal factual assertion,Care for grandchildren: frequency everyday; importance 5/5; fun 5/5; motivation family/obligation,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-05-006-01,B,E,5,6,1,Your daily walks and group aerobics sessions contribute significantly to your physical health,CLAIM,GROUNDED,Personal factual assertion,Group aerobics: frequency a few times per week; importance 4/5; fun 5/5; motivation fun/energy/social contact; Daily walk: frequency everyday; importance 5/5; fun 4/5; motivation health/energy,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-05-006-02,B,E,5,6,2,your meditation practice offers moments of recovery and calm.,CLAIM,GROUNDED,Personal factual assertion,Meditate: frequency a few times per week; importance 4/5; fun 3/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,Meditate: frequency a few times per week; importance 4/5; fun 3/5; motivation recovery/emotional wellbeing
B-B-05-007-01,B,E,5,7,1,Each of these activities plays a vital role in your overall wellbeing.,PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
B-B-05-008-01,B,E,5,8,1,"As you continue to engage in these fulfilling activities, remember that they bring purpose and joy to your life.",CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
B-B-05-009-01,B,E,5,9,1,"Your efforts to stay active, connect with loved ones, and participate in your community are commendable.",NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,which efforts not mentioned in persona
B-B-05-010-01,B,E,5,10,1,"Keep nurturing these habits, as they enrich your life and the lives of those around you.",CLAIM,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-B-06-001-01,B,E,6,1,1,"You have been engaged in a variety of meaningful activities this past week, demonstrating a wonderful balance between physical, social, and recovery-focused pursuits.",NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-B-06-002-01,B,E,6,2,1,Your commitment to daily walks and caring for your grandchildren shows how you prioritize both your health and your loved ones.,NONE,GROUNDED,Recommendation,Daily walk: frequency everyday; importance 5/5; fun 4/5; motivation health/energy; Care for grandchildren: frequency everyday; importance 5/5; fun 5/5; motivation family/obligation,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-06-003-01,B,E,6,3,1,Participating in group aerobics and spending time in nature also highlight your dedication to staying active and connected to the world around you.,NONE,GROUNDED,Personal factual assertion,Group aerobics: frequency a few times per week; importance 4/5; fun 5/5; motivation fun/energy/social contact; Spend time in nature: frequency everyday; importance 4/5; fun 3/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-06-004-01,B,E,6,4,1,"Reflecting on your week, it’s clear that you have indeed done something important.",NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-B-06-005-01,B,E,6,5,1,Your daily walks and regular group aerobics not only help maintain your physical well-being but also bring joy and vitality to your routine.,NONE,GROUNDED,Personal factual assertion,Group aerobics: frequency a few times per week; importance 4/5; fun 5/5; motivation fun/energy/social contact; Daily walk: frequency everyday; importance 5/5; fun 4/5; motivation health/energy,Exact/profile-linked cue; verify scope and added details.,No,No,,
